12000
0	7e-06
0.005	8e-06
0.01	-3e-06
0.015	-1.8e-05
0.02	-1.7e-05
0.025	1.5e-05
0.03	5.3e-05
0.035	4.7e-05
0.04	-2.1e-05
0.045	-9.2e-05
0.05	-7.6e-05
0.055	4.8e-05
0.06	0.000166
0.065	0.000131
0.07	-6.8e-05
0.075	-0.000245
0.08	-0.000182
0.085	0.000113
0.09	0.000355
0.095	0.000251
0.1	-0.000166
0.105	-0.000497
0.11	-0.000349
0.115	0.000217
0.12	0.000651
0.125	0.000449
0.13	-0.000264
0.135	-0.000772
0.14	-0.000472
0.145	0.000427
0.15	0.001012
0.155	0.000571
0.16	-0.00057
0.165	-0.00126
0.17	-0.000699
0.175	0.000643
0.18	0.001422
0.185	0.000775
0.19	-0.000712
0.195	-0.001496
0.2	-0.000653
0.205	0.001053
0.21	0.001868
0.215	0.000848
0.22	-0.001071
0.225	-0.001917
0.23	-0.000704
0.235	0.001395
0.24	0.002128
0.245	0.000562
0.25	-0.001798
0.255	-0.002471
0.26	-0.000599
0.265	0.002012
0.27	0.00261
0.275	0.000417
0.28	-0.002333
0.285	-0.002592
0.29	0.00023
0.295	0.003433
0.3	0.003646
0.305	0.000347
0.31	-0.003317
0.315	-0.003576
0.32	-4.3e-05
0.325	0.003632
0.33	0.003434
0.335	-0.000742
0.34	-0.004716
0.345	-0.004151
0.35	0.000828
0.355	0.00542
0.36	0.004901
0.365	-0.000414
0.37	-0.005271
0.375	-0.004708
0.38	0.000789
0.385	0.005568
0.39	0.004547
0.395	-0.001394
0.4	-0.006138
0.405	-0.004597
0.41	0.001966
0.415	0.007024
0.42	0.00534
0.425	-0.001511
0.43	-0.006487
0.435	-0.004314
0.44	0.002867
0.445	0.007503
0.45	0.004381
0.455	-0.003784
0.46	-0.008804
0.465	-0.005367
0.47	0.003207
0.475	0.008114
0.48	0.00418
0.485	-0.004558
0.49	-0.008795
0.495	-0.003625
0.5	0.005959
0.505	0.009873
0.51	0.003532
0.515	-0.006931
0.52	-0.010703
0.525	-0.003525
0.53	0.00756
0.535	0.011069
0.54	0.002901
0.545	-0.00894
0.55	-0.012168
0.555	-0.003007
0.56	0.00942
0.565	0.012071
0.57	0.00151
0.575	-0.011954
0.58	-0.014403
0.585	-0.002826
0.59	0.011312
0.595	0.013653
0.6	0.001721
0.605	-0.012335
0.61	-0.013958
0.615	-0.001243
0.62	0.012709
0.625	0.013236
0.63	-0.000452
0.635	-0.014305
0.64	-0.013904
0.645	0.000673
0.65	0.014631
0.655	0.013327
0.66	-0.002456
0.665	-0.016851
0.67	-0.015114
0.675	0.001076
0.68	0.015231
0.685	0.012856
0.69	-0.003547
0.695	-0.016674
0.7	-0.01227
0.705	0.00559
0.71	0.018356
0.715	0.012288
0.72	-0.006949
0.725	-0.019607
0.73	-0.0121
0.735	0.008356
0.74	0.020641
0.745	0.011741
0.75	-0.009384
0.755	-0.020886
0.76	-0.010526
0.765	0.011378
0.77	0.021953
0.775	0.009434
0.78	-0.013785
0.785	-0.023412
0.79	-0.008554
0.795	0.01656
0.8	0.026586
0.805	0.010716
0.81	-0.01573
0.815	-0.026248
0.82	-0.010212
0.825	0.015952
0.83	0.025363
0.835	0.007996
0.84	-0.018807
0.845	-0.027489
0.85	-0.008622
0.855	0.018708
0.86	0.026289
0.865	0.006122
0.87	-0.021064
0.875	-0.026923
0.88	-0.004817
0.885	0.022604
0.89	0.026459
0.895	0.002238
0.9	-0.024817
0.905	-0.025973
0.91	0.000861
0.915	0.028633
0.92	0.028749
0.925	0.000741
0.93	-0.026807
0.935	-0.025766
0.94	0.002458
0.945	0.028586
0.95	0.025294
0.955	-0.005018
0.96	-0.031784
0.965	-0.026876
0.97	0.005516
0.975	0.031971
0.98	0.024415
0.985	-0.010121
0.99	-0.036022
0.995	-0.025466
1	0.012173
1.005	0.038843
1.01	0.026882
1.015	-0.011971
1.02	-0.038302
1.025	-0.025108
1.03	0.014441
1.035	0.039485
1.04	0.023148
1.045	-0.018377
1.05	-0.041618
1.055	-0.021454
1.06	0.022282
1.065	0.045098
1.07	0.023257
1.075	-0.021696
1.08	-0.0442
1.085	-0.021184
1.09	0.023958
1.095	0.045343
1.1	0.021498
1.105	-0.022922
1.11	-0.042423
1.115	-0.017601
1.12	0.024623
1.125	0.039476
1.13	0.011373
1.135	-0.030257
1.14	-0.041597
1.145	-0.009553
1.15	0.033815
1.155	0.043293
1.16	0.007931
1.165	-0.036395
1.17	-0.044181
1.175	-0.007701
1.18	0.035166
1.185	0.039799
1.19	0.000802
1.195	-0.041425
1.2	-0.041792
1.205	0.002112
1.21	0.046462
1.215	0.045633
1.22	-0.000834
1.225	-0.046308
1.23	-0.043659
1.235	0.005393
1.24	0.05031
1.245	0.043496
1.25	-0.009766
1.255	-0.05555
1.26	-0.045877
1.265	0.011419
1.27	0.059022
1.275	0.048049
1.28	-0.011451
1.285	-0.060202
1.29	-0.049686
1.295	0.008824
1.3	0.05554
1.305	0.043036
1.31	-0.014486
1.315	-0.055536
1.32	-0.035846
1.325	0.024835
1.33	0.063013
1.335	0.037252
1.34	-0.028316
1.345	-0.067632
1.35	-0.040478
1.355	0.025503
1.36	0.06319
1.365	0.035297
1.37	-0.027698
1.375	-0.059646
1.38	-0.027303
1.385	0.035158
1.39	0.061511
1.395	0.022397
1.4	-0.043736
1.405	-0.069627
1.41	-0.027976
1.415	0.040022
1.42	0.065838
1.425	0.023928
1.43	-0.040891
1.435	-0.059316
1.44	-0.010336
1.445	0.055416
1.45	0.067344
1.455	0.009266
1.46	-0.061055
1.465	-0.070375
1.47	-0.006874
1.475	0.066438
1.48	0.076222
1.485	0.013197
1.49	-0.058995
1.495	-0.068105
1.5	-0.006522
1.505	0.060819
1.51	0.063509
1.515	-0.001208
1.52	-0.065639
1.525	-0.061631
1.53	0.008766
1.535	0.074193
1.54	0.066875
1.545	-0.006626
1.55	-0.071524
1.555	-0.061944
1.56	0.012047
1.565	0.075485
1.57	0.064455
1.575	-0.00926
1.58	-0.069946
1.585	-0.056002
1.59	0.016047
1.595	0.069479
1.6	0.047872
1.605	-0.026266
1.61	-0.074656
1.615	-0.04467
1.62	0.034664
1.625	0.08179
1.63	0.047396
1.635	-0.03405
1.64	-0.079116
1.645	-0.040848
1.65	0.041669
1.655	0.082066
1.66	0.036471
1.665	-0.0497
1.67	-0.088224
1.675	-0.038423
1.68	0.051205
1.685	0.09051
1.69	0.038231
1.695	-0.053919
1.7	-0.091924
1.705	-0.036196
1.71	0.056775
1.715	0.09189
1.72	0.032811
1.725	-0.059734
1.73	-0.089357
1.735	-0.024546
1.74	0.06734
1.745	0.090304
1.75	0.01959
1.755	-0.072876
1.76	-0.091978
1.765	-0.017056
1.77	0.075791
1.775	0.092052
1.78	0.017018
1.785	-0.07027
1.79	-0.080353
1.795	-0.005073
1.8	0.075152
1.805	0.074384
1.81	-0.009145
1.815	-0.089476
1.82	-0.081586
1.825	0.009668
1.83	0.093094
1.835	0.083509
1.84	-0.010552
1.845	-0.093728
1.85	-0.081427
1.855	0.012249
1.86	0.089613
1.865	0.071029
1.87	-0.023201
1.875	-0.093541
1.88	-0.063918
1.885	0.037704
1.89	0.106793
1.895	0.071311
1.9	-0.033379
1.905	-0.101584
1.91	-0.06526
1.915	0.036961
1.92	0.098578
1.925	0.054569
1.93	-0.050334
1.935	-0.107522
1.94	-0.056887
1.945	0.051285
1.95	0.106805
1.955	0.051332
1.96	-0.060388
1.965	-0.114733
1.97	-0.056073
1.975	0.055981
1.98	0.108378
1.985	0.049422
1.99	-0.059576
1.995	-0.106103
2	-0.040836
2.005	0.070818
2.01	0.115032
2.015	0.046444
2.02	-0.064757
2.025	-0.10403
2.03	-0.030952
2.035	0.076826
2.04	0.104478
2.045	0.022649
2.05	-0.081856
2.055	-0.099607
2.06	-0.01259
2.065	0.089027
2.07	0.099488
2.075	0.005557
2.08	-0.09833
2.085	-0.106063
2.09	-0.009188
2.095	0.094421
2.1	0.10033
2.105	0.003643
2.11	-0.094879
2.115	-0.0911
2.12	0.013585
2.125	0.111344
2.13	0.098785
2.135	-0.015536
2.14	-0.117855
2.145	-0.10376
2.15	0.01408
2.155	0.116038
2.16	0.097445
2.165	-0.0222
2.17	-0.117937
2.175	-0.088258
2.18	0.038296
2.185	0.130166
2.19	0.089288
2.195	-0.044394
2.2	-0.133744
2.205	-0.088086
2.21	0.043932
2.215	0.126891
2.22	0.077875
2.225	-0.050119
2.23	-0.12441
2.235	-0.070336
2.24	0.05292
2.245	0.115789
2.25	0.052175
2.255	-0.073253
2.26	-0.130686
2.265	-0.058458
2.27	0.071255
2.275	0.125555
2.28	0.048922
2.285	-0.079161
2.29	-0.126953
2.295	-0.046128
2.3	0.079254
2.305	0.119985
2.31	0.035336
2.315	-0.085513
2.32	-0.116794
2.325	-0.026068
2.33	0.092601
2.335	0.114884
2.34	0.014927
2.345	-0.105311
2.35	-0.120462
2.355	-0.012895
2.36	0.108236
2.365	0.119319
2.37	0.008746
2.375	-0.110434
2.38	-0.115004
2.385	0.001254
2.39	0.119614
2.395	0.118306
2.4	-0.002368
2.405	-0.120428
2.41	-0.116059
2.415	0.006294
2.42	0.121195
2.425	0.11016
2.43	-0.016331
2.435	-0.129951
2.44	-0.115908
2.445	0.011148
2.45	0.121973
2.455	0.103444
2.46	-0.024568
2.465	-0.128482
2.47	-0.100622
2.475	0.028849
2.48	0.125687
2.485	0.091022
2.49	-0.038614
2.495	-0.129934
2.5	-0.090252
2.505	0.037335
2.51	0.120074
2.515	0.07309
2.52	-0.05447
2.525	-0.129539
2.53	-0.07092
2.535	0.0642
2.54	0.135996
2.545	0.068459
2.55	-0.068753
2.555	-0.132621
2.56	-0.05597
2.565	0.082266
2.57	0.137408
2.575	0.049204
2.58	-0.093305
2.585	-0.143196
2.59	-0.048286
2.595	0.095103
2.6	0.140302
2.605	0.039399
2.61	-0.106095
2.615	-0.147458
2.62	-0.04261
2.625	0.100131
2.63	0.135144
2.635	0.029079
2.64	-0.106398
2.645	-0.129448
2.65	-0.014379
2.655	0.120854
2.66	0.137175
2.665	0.018446
2.67	-0.113647
2.675	-0.124879
2.68	-0.004229
2.685	0.124394
2.69	0.127354
2.695	-0.000905
2.7	-0.130979
2.705	-0.131628
2.71	-0.003726
2.715	0.121737
2.72	0.117755
2.725	-0.007822
2.73	-0.120244
2.735	-0.100149
2.74	0.030687
2.745	0.134331
2.75	0.10153
2.755	-0.035843
2.76	-0.136874
2.765	-0.096305
2.77	0.044552
2.775	0.13917
2.78	0.088475
2.785	-0.056417
2.79	-0.146579
2.795	-0.087098
2.8	0.064321
2.805	0.153861
2.81	0.090051
2.815	-0.060742
2.82	-0.143689
2.825	-0.074753
2.83	0.075233
2.835	0.152944
2.84	0.077613
2.845	-0.075375
2.85	-0.149624
